82,LEASED,4.7257,,,,,,,,0,,,,,,0,,,,,0,
83,LEASED,5.47,,,SITE OF SITIO AKNALAN,DELETED SECOND GROUP,,,,0,,,,,,0,,,,,0,
84,LEASED,4.6223,,,,,,,,0,,,,,,0,,,,,0,
86,LEASED,7.6727,,,,,,,,0,,,,,,0,,,,,0,
87,LEASED,3.2887,,,,,,,,0,,,,,,0,,,,,0,
88,LEASED,3.8944,,,,,,,,0,,,,,,0,,,,,0,
89,LEASED,10.8684,,,,,,,,0,,,,,,0,,,,,0,
90,LEASED,9.6795,,,9.6795.33 per title,,,,,0,,,,,,0,,,,,0,
91,GROWERS,,,,,,,12.1986,,12.1986,,,,,,0,,,,,0,
92,GROWERS,,,,,,,18.6065,,18.6065,,,,,,0,,,,,0,
93,GROWERS,,,,,,,12.0755,,12.0755,,,,,,0,,,,,0,
94,COMPROMISE AGREEMENT,,,12.4135,COMPROMISE AGREEMENT WITH B'LAAN,COMPROMISE AGREEMENT WITH B'LAAN,,,,0,,,,,,0,,,,,0,
95,GROWERS,,,,,,,10.5793,0.3798,10.9591,,,,,,0,,,,,0,
96,COMPROMISE AGREEMENT,,,12.3324,COMPROMISE AGREEMENT WITH B'LAAN,COMPROMISE AGREEMENT WITH B'LAAN,,,,0,,,,,,0,,,,,0,
97,GROWERS,,,,,,,8.6242,0.3117,8.9359,,,402A,2.3757,0.3117,2.6874,,,,,0,
98,COMPROMISE AGREEMENT,,,9,COMPROMISE AGREEMENT WITH B'LAAN,COMPROMISE AGREEMENT WITH B'LAAN,,,,0,,,,,,0,,,,,0,
99,UNPLANTED,,,3.4484,,DELETED THIRD GROUP,,,,0,,,,,,0,,,,,0,
100,GROWERS,,,,,,,11.99,0.0105,12.0005,,,,,,0,,,,,0,
101,LEASED,11.7437,,,11.7436.97 per title,,,,,0,,,,,,0,,,,,0,
102,GROWERS,,,,,,,12.0002,,12.0002,,,,,,0,,,,,0,
103,LEASED,11.9679,,,11.9678.71 per title,"With CLOA P-624-A issued to DARBC. Patentee Claimant-Valentin Coling, subject of DARAB Order in re: XI-049-SC-94 ordering the exclusion of Lot 43, Gss-211 from the coverage of CLOA No. 00001013and OCT P-624.as annotated at the back of the title under Entry No.5591 dated Feb. 2, 1995; leased by Dole to Valentin Coling and to DARBC (DAR REMARKS)",,,,0,,,,,,0,,,,,0,
104,COMPROMISE AGREEMENT,,,11.8713,COMPROMISE AGREEMENT WITH B'LAAN,COMPROMISE AGREEMENT WITH B'LAAN,,,,0,,,,,,0,,,,,0,
105,GROWERS,,,,,,,12.0139,,12.0139,,,,,,0,,,,,0,
106,LEASED/UNPLANTED,6.8,,4.7207,4.721was occupied by Samuel Latimban (Source Dole information),DELETED THIRD GROUP,,,,0,,,,,,0,,,,,0,
107,COMPROMISE AGREEMENT,,,11.6458,COMPROMISE AGREEMENT WITH B'LAAN,"CANCELLED CLOA, COMPROMISE AGREEMENT WITH BL'AAN",,,,0,,,,,,0,,,,,0,
108,GROWERS,,,,,,,11.3585,,11.3585,,,,,,0,,,,,0,
109,COMPROMISE AGREEMENT,,,11.7309,"COMPROMISE AGREEMENT WITH B'LAAN, 12 ha awarded","COMPROMISE AGREEMENT WITH BL'AAN, CANCELLED CLOA",,,,0,,,,,,0,,,,,0,
110,GROWERS,,,,,,,11.7441,,11.7441,,,,,,0,,,,,0,
111,COMPROMISE AGREEMENT,,,11.2609,COMPROMISE AGREEMENT WITH B'LAAN,COMPROMISE AGREEMENT WITH BL'AAN,,,,0,,,,,,0,,,,,0,
112,COMPROMISE AGREEMENT,,,11.0071,COMPROMISE AGREEMENT WITH B'LAAN,COMPROMISE AGREEMENT WITH BL'AAN,,,,0,,,,,,0,,,,,0,
113,LEASED,3.1894,,,,,,,,0,,,,,,0,,,,,0,
114,LEASED,4,,,,,,,,0,,,,,,0,,,,,0,
115,LEASED,6.3033,,,,,,,,0,,,,,,0,,,,,0,
116,LEASED,8,,,,,,,,0,,,,,,0,,,,,0,
117,GROWERS,,,,WITH INFORMAL SETTLER More than 10+ houses,FREE LOT VILLAGE 6,,,,0,,,,,,0,,,,,0,
118,LEASED,1.61,,,,,,,,0,,,,,,0,,,,,0,
119,LEASED/DELETED,2.5641,,2.5,OCCUPIED BY B'LAAN,DELETED SECOND GROUP,,,,0,,,,,,0,,,,,0,
120,LEASED/DELETED,5.553,,5,,DELETED SECOND GROUP,,,,0,,,,,,0,,,,,0,
121,LEASED,7.6169,,,,,,,,0,,,,,,0,,,,,0,
123,LEASED,2.4281,,,2.4280.64 per title,,,,,0,,,,,,0,,,,,0,
124,LEASED,4,,,,,,,,0,,,,,,0,,,,,0,
125,LEASED,,,,,,,4.6652,,4.6652,,,,,,0,,,,,0,
126,LEASED,,,,,,,2.3296,,2.3296,,,,,,0,,,,,0,
127,GROWERS,,,,"GROWERS- 5.6147, LEASED- 6.2545",,,5.6147,,5.6147,,,,,,0,,,,,0,
128,LEASED,7.1038,,,,,,,,0,,,,,,0,,,,,0,
129,GROWERS,,,,,,,10.634,1.3664,12.0004,,,,,,0,,,,,0,
130,GROWERS,,,,,,,8.8109,1.6676,10.4785,,,401C,1.5215,,1.5215,,,,,0,
131,GROWERS,,,,,,,2,,2,,,,,,0,,,,,0,
132,GROWERS,,,,,,,7.9906,,7.9906,,,,,,0,,,,,0,
133,GROWERS,,,,,,,7.965,,7.965,,,,,,0,,,,,0,
134,GROWERS,,,,,,,8.0712,,8.0712,,,,,,0,,,,,0,
135,GROWERS,,,,,,,8.0356,,8.0356,,,,,,0,,,,,0,
136,GROWERS,,,,,,,11.8877,,11.8877,,,,,,0,,,,,0,
137,GROWERS,,,,,,,8.1323,,8.1323,,,,,,0,,,,,0,
138,GROWERS,,,,,,,7.8752,,7.8752,,,,,,0,,,,,0,
139,GROWERS,,,,,INCLUDED IN T-1 TOTAL AREA,,7.9952,,7.9952,,,,,,0,,,,,0,
140,DELETED,,,12.1142,INFORMAL SETTLER (BOBOT CRUZ AND CEMETERY),DELETED THIRD GROUP,,,,0,,,,,,0,,,,,0,
141,GROWERS,,,,,,,7.9238,,7.9238,,,,,,0,,,,,0,
142,GROWERS,,,,,,,7.815,,7.815,,,,,,0,,,,,0,
143,LEASED,7.8035,,,OWNED BY ALCASID,"EXCHANGE WITH JUAN/ALBERT ALCASID (LOT 157, 159, 3121, 3122)",,,,0,,,,,,0,,,,,0,
144,GROWERS,,,,,,,7.9936,,7.9936,,,,,,0,,,,,0,
145,GROWERS,,,,,,,6.3433,0.7263,7.0696,,,,,,0,,,,,0,
146,GROWERS,,,,,,,7.3765,,7.3765,,,,,,0,,,,,0,
147,GROWERS,,,,,,,7.9933,,7.9933,,,,,,0,,,,,0,
148,LEASED,2.1,,,,,,,,0,,,,,,0,,,,,0,
149,GROWERS,,,,,,,7.9964,,7.9964,,,,,,0,,,,,0,
150,GROWERS,,,,,,,7.9939,,7.9939,,,,,,0,,,,,0,
151,GROWERS,,,,,,,7.9956,,7.9956,,,,,,0,,,,,0,
152,GROWERS,,12.117,,AREAS TURNED OVER FOR GROWERSHIP (FLD 401 ABCDEFG),,,7.8063,,7.8063,,,,,,0,,,,,0,
153,GROWERS,,,,,VERIFY TCT,,3.9933,,3.9933,,,,,,0,,,,,0,
154,GROWERS,,,,VILLAGE 4C,FREE LOT,,7.9968,,7.9968,,,,,,0,,,,,0,
155,GROWERS,,,,SALUNA FAMILY,"FREE LOT VILLAGE 4A, WITH INFORMAL SETTLER",,7.5761,#REF!,#REF!,,,,,,0,,,,,0,
156,,,,,"2 houses near highway (Emily Juele, Sabaleon Jerry)",WITH INFORMAL SETTLERS,,7.9743,0.0016,7.9759,,,,,,0,,,,,0,
157,,,,,,,,7.9895,,7.9895,,,,,,0,,,,,0,
158,,,,,,,,7.9846,,7.9846,,,,,,0,,,,,0,
160,,,,,,INCLUDED IN T-1 TOTAL AREA,,7.996,,7.996,,,,,,0,,,,,0,
161,,,,,,,,12.0169,,12.0169,,,,,,0,,,,,0,
162,,,,,,,,11.8443,,11.8443,,,,,,0,,,,,0,
163,,,,,,,,15.679,,15.679,,,,,,0,,,,,0,
164,,,,,,,,10.18,,10.18,,,,,,0,,,,,0,
165,,,,,,,,12.0349,,12.0349,,,,,,0,,,,,0,
166,,,,,,,,12.0584,,12.0584,,,,,,0,,,,,0,
167,,,,,,,,12.0708,,12.0708,,,,,,0,,,,,0,
168,,,,,,,,10.89,1.22,12.11,,,,,,0,,,,,0,
169,"LEASED
",,,,,"ONGOING DARAB CASE 1202-0186-2021, 
",3.8966,0,,0,,5,,,,0,,,,,0,
170,LEASED,,,,,,,6,,6,,,,,,0,,,,,0,
171,LEASED,,,,,,12.0972,6.8472,,6.8472,,,,,,0,,,,,0,
172,LEASED,,,,STATION 5- 0.78,,,12.0253,,12.0253,,,,,,0,,,,,0,
173,LEASED,,,,,,,9.5817,0.4764,10.0581,,,,,,0,,,,,0,
174,LEASED,,,,,,,11.9882,,11.9882,,,,,,0,,,,,0,
175,LEASED,,,,,,,6,,6,,,,,,0,,,,,0,
178,DELETED,,,7.8002,,DELETED THIRD GROUP,,,,0,,,,,,0,,,,,0,
179,LEASED,,,,,,,2.692,0.4547,3.1467,,,504A,2.982,1.8188,4.8008,,,,,0,
180,LEASED,,,,FOR SURVEY FOR UNUTILIZED AREA,,,2.1132,,2.1132,,,504A,1.8112,,1.8112,,,,,0,
181,LEASED,7.8235,,,,,,,,0,,,,,,0,,,,,0,
182,LEASED,18.6942,,,,,,,,0,,,,,,0,,,,,0,
183,LEASED,20.5588,,,,,,,,0,,,,,,0,,,,,0,
184,LEASED,7.8084,,,,,,,,0,,,,,,0,,,,,0,
187,LEASED,11.9708,,,,,,,,0,,,,,,0,,,,,0,
189,LEASED,12.0131,,,VILLAGE 10,FREE LOT,,,,0,,,,,,0,,,,,0,
190,LEASED,12.0047,,,,,,,,0,,,,,,0,,,,,0,
191,,,,,VILLAGE 1,FREE LOT & DARBC CEMETERY,,,,0,,,,,,0,,,,,0,
192,LEASED,12.3997,,,,,,,,0,,,,,,0,,,,,0,
193,LEASED,12.234,,,,,,,,0,,,,,,0,,,,,0,
194,LEASED,11.9688,,,CENTRAL STATION-8.43,,,,,0,,,,,,0,,,,,0,
195,LEASED,12,,,,,,,,0,,,,,,0,,,,,0,
196,LEASED,12.4032,,,VILLAGE 9,FREE LOT,,,,0,,,,,,0,,,,,0,
197,LEASED,12.4234,,,,,,,,0,,,,,,0,,,,,0,
198,LEASED,12.2291,,,,,,,,0,,,,,,0,,,,,0,
199,LEASED,12.071,,,,,,,,0,,,,,,0,,,,,0,
200,LEASED/DELETED,10.1417,,2,More than 150+ houses,"FREE LOT VILLAGE 11 , DELETED SECOND GROUP, WITH INFORMAL SETTLER",,,,0,,,,,,0,,,,,0,
201,GROWERS,,12.4911,,DARBC QUARRY,FLD 109 & 403 (TURNED OVER FOR GROWERSHIP),,10.3511,2.14,12.4911,,,,,,0,,,,,0,
202,GROWERS,,12,,,FLD 109 & 403 (TURNED OVER FOR GROWERSHIP),,,,0,,,,,,0,,,,,0,
203,LEASED,11.8777,,,,DARBC NATION,,11.8777,,11.8777,,,,,,0,,,,,0,
204,LEASED,11.3472,,,,,,8.7924,2.5548,11.3472,,,,,,0,,,,,0,
205,LEASED,11.757,,,,DARBC NATION,,11.3472,,11.3472,,,,,,0,,,,,0,
206,GROWERS,,13.3951,,,FLD 109 & 403 (TURNED OVER FOR GROWERSHIP),,13.3951,,13.3951,,,,,,0,,,,,0,
207,,,,,,,,12.5844,,12.5844,,,,,,0,,,,,0,
208,LEASED,12.0899,,,,,,11.8899,0.2,12.0899,,,,,,0,,,,,0,
209,LEASED,12.6086,,,,,,3.4717,0.8207,4.2924,,,103B,7.4446,0.8716,8.3162,,,,,0,
210,,,,,,,,0.5312,1.6562,2.1874,,,103A,4.0561,1.6562,5.7123,,104B,2.8575,1.6562,4.5137,
211,,,,,,,,11.4867,,11.4867,,,,,,0,,,,,0,
212,,,,,,,,11.8645,,11.8645,,,109C,1.2667,,1.2667,,,,,0,
213,,,,,,,,11.9524,,11.9524,,,,,,0,,,,,0,
214,,,,,,,,10.5351,1.146,11.6811,,,,,,0,,,,,0,
215,,,,,,,,9.1028,3.39,12.4928,,,,,,0,,,,,0,
216,LEASED,12.6058,,,,,,12.6058,,12.6058,,,,,,0,,,,,0,
217,LEASED,6,,,,,,6,,6,,,,,,0,,,,,0,
218,LEASED,11.6466,,,,,,11.6466,,11.6466,,,,,,0,,,,,0,
219,LEASED,12.0352,,,,,,10.1037,1.9315,12.0352,,,,,,0,,,,,0,
220,LEASED,12.0544,,,,,,11.32,0.7344,12.0544,,,,,,0,,,,,0,
221,LEASED,11.9668,,,,,,11.9668,,11.9668,,,,,,0,,,,,0,
222,LEASED,12.5517,,,,,,,,0,,,,,,0,,,,,0,
223,LEASED,12.049,,,,,,12.049,,12.049,,,,,,0,,,,,0,
224,LEASED,11.8253,,,,,,11.8253,,11.8253,,,,,,0,,,,,0,
225,LEASED,12.0574,,,,,,0.5452,0.6324,1.1776,,,104B,4.9846,0.7162,5.7008,,104C,3.8305,1.3486,5.1791,
226,LEASED,12.0434,,,,,,11.1896,0.8538,12.0434,,,,,,0,,,,,0,
227,LEASED,12.044,,,,,,11.264,0.78,12.044,,,,,,0,,,,,0,
228,LEASED,12.0554,,,,,,12.0554,,12.0554,,,,,,0,,,,,0,
229,LEASED,12.2941,,,,,,0.7624,0.567,1.3294,,,104B,2.4058,0.5986,3.0044,,104C,6.7947,1.1657,7.9604,
230,LEASED,11.9966,,,,,,11.9966,,11.9966,,,,,,0,,,,,0,
231,LEASED,9,,,,,,9,,9,,,,,,0,,,,,0,
232,LEASED,12.0416,,,,,,1.2018,0.4637,1.6655,,,104B,0.2971,0.4464,0.7435,,104C,8.7226,0.9101,9.6327,
233,LEASED,11.6591,,,,,,7.2599,0.5104,7.7703,,,107B,3.3785,0.5104,3.8889,,,,,0,
234,LEASED,12.0472,,,,,,12.0472,,12.0472,,,,,,0,,,,,0,
235,LEASED,12.0442,,,,,,3.5561,1.361,4.9171,,,107B,5.7662,1.361,7.1272,,,,,0,
236,LEASED,12,,,,,,8.4938,0.535,9.0288,,,106A,2.4363,0.535,2.9713,,,,,0,
237,LEASED,9,,,,,,,,0,,,,,,0,,,,,0,
238,LEASED,11.8744,,,,,,11.8744,,11.8744,,,,,,0,,,,,0,
239,,,,,,,,7.9983,0.5953,8.5936,,,105B,2.7777,0.5953,3.373,,,,,0,
240,LEASED,8.6626,,,,,,8.6626,,8.6626,,,,,,0,,,,,0,
241,LEASED,12.016,,,,,,7.0327,0.5695,7.6022,,,106A,3.8444,0.5695,4.4139,,,,,0,
242,LEASED,11.965,,,,,,0.5962,1.0671,1.6633,,,107C,9.2346,1.0671,10.3017,,,,,0,
243,LEASED,,,,,,,12.0208,,12.0208,,,,,,0,,,,,0,
244,LEASED,12.1573,,,,,,11.2073,0.95,12.1573,,,,,,0,,,,,0,
245,LEASED,12.177,,,,,,11.61,0.567,12.177,,,,,,0,,,,,0,
246,LEASED,12.0258,,,,,,5.6611,0.5641,6.2252,,,106A,5.2366,0.5631,5.7997,,,,,0,
247,LEASED,12,,,,,,12,,12,,,,,,0,,,,,0,
248,LEASED,12.2538,,,,,,12.2538,,12.2538,,,,,,0,,,,,0,
249,,,,,,,,7.0327,0.314,7.3467,,,105B,2.5948,0.314,2.9088,,,,,0,
250,,,,,,,,10.1073,1.6877,11.795,,,,,,0,,,,,0,
251,,,,,,,,11.933,,11.933,,,,,,0,,,,,0,
252,LEASED,12.1,,,,,,12.1,,12.1,,,,,,0,,,,,0,
253,LEASED,12.0294,,,,,,6.4861,,6.4861,,,104C,4.3033,1.24,5.5433,,,,,0,
254,LEASED,4,,,,,,,,0,,,,,,0,,,,,0,
255,LEASED,12.0183,,,,,,4.3395,0.9381,5.2776,,,107B,5.8026,0.9381,6.7407,,,,,0,
256,LEASED,12.006,,,,,,8.0258,1.1886,9.2144,,,107B,1.6031,1.1886,2.7917,,,,,0,
257,LEASED,11.9526,,,,,,,,0,,,,,,0,,,,,0,
258,LEASED,12,,,,,,,,0,,,,,,0,,,,,0,
259,,,,,,,,11.9107,,11.9107,,,,,,0,,,,,0,
260,,,,,,,,10.9845,1.18,12.1645,,,,,,0,,,,,0,
261,,,,,,,,11.9383,,11.9383,,,,,,0,,,,,0,
262,LEASED,12.0551,,,,,,,,0,,,,,,0,,,,,0,
263,LEASED,12.04,,,,,,,,0,,,,,,0,,,,,0,
264,LEASED,12.2917,,,,,,6.3025,,6.3025,,,107D,5.9892,,5.9892,,,,,0,
265,LEASED,11.9896,,,,,,4.1292,0.8985,5.0277,,,107D,4.9016,0.8985,5.8001,,107B,0.2633,0.8985,1.1618,
266,LEASED,11.9929,,,,,,11.01,0.9829,11.9929,,,,,,0,,,,,0,
267,LEASED,11.6343,,,,,,9.3912,0.4251,9.8163,,,306A,1.3929,0.4251,1.818,,,,,0,
268,LEASED,11.8712,,,,,,11.5012,0.37,11.8712,,,,,,0,,,,,0,
269,LEASED,11.4237,,,,,,11.4237,,11.4237,,,,,,0,,,,,0,
270,LEASED,,,,,,,10.1047,0.6634,10.7681,,10.7681,301A,0.5686,0.6634,1.232,,,,,0,
271,LEASED,,,,VILLAGE 14,FREE LOT,,11.2726,0.3732,11.6458,,0.4631,,,,0,,,,,0,
272,,,,,,,,2.284,2.2743,4.5583,,,301A,7.8349,,7.8349,,,,,0,
273,LEASED,6,,,,,,,,0,,,,,,0,,,,,0,
274,LEASED,11.8716,,,,,,11.8716,,11.8716,,,,,,0,,,,,0,
275,LEASED,11.9166,,,,,,8.9181,0.371,9.2891,,,107D,2.2566,0.371,2.6276,,,,,0,
276,LEASED,11.9671,,,,,,2.4478,0.5565,3.0043,,,107D,8.4063,0.5565,8.9628,,,,,0,
277,LEASED,11.975,,,,,,,,0,,,,,,0,,,,,0,
278,LEASED,,,,,,,11.9296,,11.9296,,,,,,0,,,,,0,
279,LEASED,,,,VILLAGE 13,FREE LOT,,12.0353,,12.0353,,,,,,0,,,,,0,
280,LEASED,,,,,,,12.043,,12.043,,,,,,0,,,,,0,
281,LEASED,,,,,,,4.494,1.8858,6.3798,,,304B,5.7443,,5.7443,,,,,0,
282,LEASED,,,,,,,11.8658,,11.8658,,,,,,0,,,,,0,
283,LEASED,11.9868,,,,,,,,0,,,,,,0,,,,,0,
284,LEASED,11.9684,,,,,,,,0,,,,,,0,,,,,0,
285,LEASED,11.9361,,,,,,8.4199,0.9639,9.3838,,,107D,1.5884,0.9639,2.5523,,,,,0,
286,LEASED,11.9763,,,,,,,,0,,,,,,0,,,,,0,
287,LEASED,,,,,,,0.9313,1.4377,2.369,,,304B,9.631,,9.631,,,,,0,
288,LEASED,,,,,,,12,,12,,,,,,0,,,,,0,
289,LEASED,,,,,,,12,,12,,,,,,0,,,,,0,
290,LEASED,,,,12.0878.67 title,,,12.087867,,12.087867,,,,,,0,,,,,0,
291,LEASED,,,,,,,11.8287,0.1713,12,,,,,,0,,,,,0,
292,LEASED,,,,,,,9.0251,0.9725,9.9976,,,304B,1.0212,0.9725,1.9937,,,,,0,
293,LEASED,12.3903,,,,,,,,0,,,,,,0,,,,,0,
294,LEASED,12.0834,,,,,,3.1953,0.8893,4.0846,,,107D,1.4685,0.8893,2.3578,,,,,0,
295,LEASED,11.9526,,,,,,,,0,,,,,,0,,,,,0,
296,LEASED,,,,,,,2.8846,2.3473,5.2319,,,304B,6.9034,,6.9034,,,,,0,
297,LEASED,,,,,,,12.222,,12.222,,,,,,0,,,,,0,
298,LEASED,,,,,,,8,,8,,,,,,0,,,,,0,
299,LEASED,,,,,,,12,,12,,,,,,0,,,,,0,
300,LEASED,,,,,,,12,,12,,,,,,0,,,,,0,
301,LEASED,,,,,,,12,,12,,,,,,0,,,,,0,
302,LEASED,,,,,,,0.2275,,0.2275,,,304B,10.2192,1.3005,11.5197,,,,,0,
303,LEASED,11.8902,,,,,,,,0,,,,,,0,,,,,0,
